year,month,temperature,RH,wind_speed,frp,day_night,daily_cdd,daily_hdd,perc_frp,burned_area
2015,1,9.284265136718773,0.68922186,6.9510149402565045,6.4,1,0.0,0.7157348632812273,0.055315471045808126,84.3050371650821
2015,1,10.481195068359398,0.71655184,15.878100190128858,9.9,1,0.48119506835939774,0.0,0.08556611927398444,130.40935436473637
2015,1,0.0695739746093977,0.7513459,7.876296383606783,19.8,1,0.0,9.930426025390602,0.17113223854796888,260.81870872947275
2015,1,1.4797607421875227,0.76902145,10.005970144858908,7.8,1,0.0,8.520239257812477,0.06741573033707865,102.7467640449438
2015,1,6.572412109375023,0.6081337,2.239136423158263,8.3,1,0.0,3.4275878906249773,0.07173725151253242,109.33309507346586
2015,1,11.336938476562525,0.5527972,6.357585640386684,7.5,1,1.3369384765625245,0.0,0.06482281763180639,98.79496542783058
2015,1,11.336938476562525,0.5527972,6.357585640386684,24.2,1,1.3369384765625245,0.0,0.20916162489196197,318.77842178046666
2015,1,5.438684082031273,0.68789285,6.899674631686028,9.6,1,0.0,4.561315917968727,0.08297320656871218,126.45755574762313
2015,1,13.313043212890648,0.68449736,12.08237939930588,10.7,1,3.3130432128906477,0.0,0.09248055315471045,140.94748401037162
2015,1,11.219293212890648,0.45664835,7.5324953229685825,5.6,1,1.2192932128906477,0.0,0.0484010371650821,73.76690751944682
2015,1,10.843469238281273,0.63307995,10.029115322134745,5.9,1,0.8434692382812727,0.0,0.05099394987035437,77.71870613656006
2015,2,9.507348632812525,0.83686495,6.633477679599022,4.8,1,0.0,0.4926513671874755,0.009989594172736732,0.0
2015,2,15.967309570312525,0.41437232,19.52593801057997,68.6,0,5.9673095703125245,0.0,0.14276795005202914,0.0
2015,2,15.967309570312525,0.41437232,19.52593801057997,26.2,0,5.9673095703125245,0.0,0.05452653485952133,0.0
2015,2,15.967309570312525,0.41437232,19.52593801057997,38.9,0,5.9673095703125245,0.0,0.0809573361082206,0.0
2015,2,13.523400878906273,0.48931068,22.422636675143373,16.4,0,3.5234008789062727,0.0,0.03413111342351716,0.0
2015,2,13.523400878906273,0.48931068,22.422636675143373,79.3,0,3.5234008789062727,0.0,0.16503642039542143,0.0
2015,2,13.523400878906273,0.48931068,22.422636675143373,137.6,0,3.5234008789062727,0.0,0.28636836628511964,0.0
2015,2,11.688684082031273,0.376392,12.47841833994613,8.9,1,1.6886840820312727,0.0,0.018522372528616025,0.0
2015,2,5.471826171875023,0.6575929,6.589774244788598,8.3,1,0.0,4.528173828124977,0.017273673257023933,0.0
2015,2,2.0148559570312727,0.6216554,10.830534867190655,9.3,1,0.0,7.985144042968727,0.01935483870967742,0.0
2015,2,2.0148559570312727,0.6216554,10.830534867190655,10.3,1,0.0,7.985144042968727,0.021436004162330907,0.0
2015,2,-3.1856445312499773,0.6698593,13.879671645761974,15.8,0,0.0,13.185644531249977,0.03288241415192508,0.0
2015,2,4.056970214843773,0.62523013,5.816976294783564,24.8,1,0.0,5.943029785156227,0.05161290322580645,0.0
2015,2,2.8880249023437727,0.7660993,5.27588190132549,6.0,1,0.0,7.111975097656227,0.012486992715920915,0.0
2015,2,4.837243652343773,0.5895856,6.0009442290168815,5.0,1,0.0,5.162756347656227,0.01040582726326743,0.0
2015,2,4.056970214843773,0.62523013,5.816976294783564,4.3,1,0.0,5.943029785156227,0.008949011446409989,0.0
2015,2,2.6570678710937727,0.72142154,4.899310017899314,4.7,1,0.0,7.342932128906227,0.009781477627471384,0.0
2015,2,3.4213500976562727,0.8065075,2.991304927806573,7.1,1,0.0,6.578649902343727,0.01477627471383975,0.0
2015,2,9.946923828125025,0.72659534,5.522259437998317,4.2,1,0.0,0.053076171874975486,0.00874089490114464,0.0
2015,3,5.038018798828148,0.5214921,5.295520439953893,6.4,1,0.0,4.961981201171852,0.03914373088685016,0.8402593272171255
2015,3,5.635675048828148,0.5129472,3.8182884460059583,6.7,1,0.0,4.364324951171852,0.04097859327217125,0.8796464831804282
2015,3,9.840753173828148,0.36428422,4.438950527894513,10.1,1,0.0,0.15924682617185226,0.0617737003058104,1.3260342507645262
2015,3,15.899072265625025,0.5014903,6.932452046796985,9.8,1,5.8990722656250245,0.0,0.0599388379204893,1.2866470948012234
2015,3,22.855767822265648,0.29067576,14.10386002448446,6.0,0,12.855767822265648,0.0,0.03669724770642202,0.7877431192660551
2015,3,9.629663085937525,0.6314166,1.6921847795683007,5.4,1,0.0,0.3703369140624755,0.03302752293577982,0.7089688073394497
2015,3,6.601708984375023,0.8573326,9.82646920686974,11.2,0,0.0,3.3982910156249773,0.06850152905198777,1.4704538226299695
2015,3,7.071374511718773,0.6747061,11.348464238797584,3.0,1,0.0,2.9286254882812273,0.01834862385321101,0.39387155963302756
2015,3,11.124627685546898,0.42644283,5.909948283951886,9.8,1,1.1246276855468977,0.0,0.0599388379204893,1.2866470948012234
2015,3,5.880578613281273,0.31205913,8.86552892633478,10.0,1,0.0,4.119421386718727,0.06116207951070336,1.3129051987767584
2015,3,13.956750488281273,0.4869859,3.372804248970044,7.0,1,3.9567504882812727,0.0,0.04281345565749235,0.9190336391437309
2015,3,2.5899902343750227,0.5818455,2.541169590764279,11.9,1,0.0,7.410009765624977,0.07278287461773701,1.5623571865443429
2015,3,8.595483398437523,0.48586822,2.995455791829292,5.6,1,0.0,1.4045166015624773,0.03425076452599388,0.7352269113149847
2015,3,7.181420898437523,0.5483682,4.477827053880372,3.9,1,0.0,2.8185791015624773,0.02385321100917431,0.5120330275229358
2015,3,7.872827148437523,0.53347564,2.089232679329346,6.0,1,0.0,2.1271728515624773,0.03669724770642202,0.7877431192660551
2015,3,7.872827148437523,0.53347564,2.089232679329346,6.4,1,0.0,2.1271728515624773,0.03914373088685016,0.8402593272171255
2015,3,10.115014648437525,0.39199615,4.597828983588884,4.5,1,0.11501464843752451,0.0,0.027522935779816515,0.5908073394495413
2015,3,9.374780273437525,0.4358194,9.244370907803548,4.1,1,0.0,0.6252197265624755,0.02507645259938838,0.538291131498471
2015,3,11.976647949218773,0.4454335,2.8176759430298763,5.7,1,1.9766479492187727,0.0,0.03486238532110092,0.7483559633027523
2015,3,14.878442382812525,0.4306191,3.1877611239708585,12.9,1,4.8784423828125245,0.0,0.07889908256880734,1.6936477064220186
2015,3,14.878442382812525,0.4306191,3.1877611239708585,17.1,1,4.8784423828125245,0.0,0.10458715596330276,2.245067889908257
2015,4,12.171838378906273,0.30574217,1.625212128146266,8.6,1,2.1718383789062727,0.0,0.0446521287642783,14.377449636552441
2015,4,12.171838378906273,0.30574217,1.625212128146266,9.2,1,2.1718383789062727,0.0,0.04776739356178608,15.380527518172377
2015,4,8.249932861328148,0.32418984,9.088108095240203,3.3,1,0.0,1.7500671386718523,0.017133956386292833,5.516928348909657
2015,4,7.824151611328148,0.34591836,10.34848127524242,3.1,1,0.0,2.1758483886718523,0.016095534787123573,5.182569055036345
2015,4,13.667291259765648,0.31345853,4.719274594134533,5.4,1,3.6672912597656477,0.0,0.028037383177570097,9.02770093457944
2015,4,14.901666259765648,0.30235013,4.331663213424685,4.4,1,4.901666259765648,0.0,0.022845275181723784,7.355904465212878
2015,4,13.846978759765648,0.32688627,6.642731305139996,10.7,1,3.8469787597656477,0.0,0.05555555555555555,17.888222222222222
2015,4,14.386041259765648,0.31333646,6.935723100609542,8.3,1,4.386041259765648,0.0,0.043094496365524405,13.875910695742473
2015,4,7.901666259765648,0.40672025,2.116117285491114,7.7,1,0.0,2.0983337402343523,0.03997923156801662,12.872832814122534
2015,4,16.792138671875023,0.3801906,2.685239184625368,7.3,1,6.792138671875023,0.0,0.03790238836967809,12.204114226375909
2015,4,16.792138671875023,0.3801906,2.685239184625368,6.8,1,6.792138671875023,0.0,0.035306334371754934,11.368215991692628
2015,4,16.260888671875023,0.2844875,4.781954104044403,4.0,1,6.260888671875023,0.0,0.020768431983385256,6.687185877466252
2015,4,17.003076171875023,0.32818866,5.460325624176352,5.0,1,7.003076171875023,0.0,0.02596053997923157,8.358982346832814
2015,4,11.040551757812525,0.6193698,2.949127280495805,6.8,1,1.0405517578125245,0.0,0.035306334371754934,11.368215991692628
2015,4,14.122583007812525,0.48838836,4.351740408615543,6.1,1,4.1225830078125245,0.0,0.03167185877466251,10.197958463136032
2015,4,11.305291748046898,0.4895104,2.166452991893168,9.4,1,1.3052917480468977,0.0,0.04880581516095535,15.714886812045691
2015,4,19.608972167968773,0.32095066,2.132524123191448,10.1,1,9.608972167968773,0.0,0.052440290758047764,16.885144340602285
2015,4,15.438867187500025,0.60132784,6.955534571188879,9.4,1,5.4388671875000245,0.0,0.04880581516095535,15.714886812045691
2015,4,15.438867187500025,0.60132784,6.955534571188879,11.3,1,5.4388671875000245,0.0,0.05867082035306335,18.891300103842163
2015,4,17.126367187500023,0.6538181,9.942424791577617,7.1,1,7.126367187500023,0.0,0.03686396677050883,11.869754932502596
2015,4,17.126367187500023,0.6538181,9.942424791577617,6.6,1,7.126367187500023,0.0,0.03426791277258567,11.033856697819314
2015,4,6.111016845703148,0.55991286,4.386701075114456,10.5,1,0.0,3.8889831542968523,0.05451713395638629,17.55386292834891
2015,4,11.333245849609398,0.44597572,5.333625484026227,10.0,1,1.3332458496093977,0.0,0.05192107995846314,16.71796469366563
2015,4,11.450402832031273,0.5707338,0.8574071226128468,9.5,1,1.4504028320312727,0.0,0.04932502596053998,15.882066458982347
2015,4,24.471307373046898,0.25103784,3.901149216813064,6.6,0,14.471307373046898,0.0,0.03426791277258567,11.033856697819314
2015,4,18.314416503906276,0.5417738,1.6184288662562256,5.4,1,8.314416503906276,0.0,0.028037383177570097,9.02770093457944
2015,5,17.485406494140648,0.60060877,3.019373991793276,10.5,1,7.485406494140648,0.0,0.011958997722095672,54.422588268792715
2015,5,21.318658447265648,0.3579588,5.3903014253653305,16.0,1,11.318658447265648,0.0,0.018223234624145785,82.9296583143508
2015,5,21.318658447265648,0.3579588,5.3903014253653305,13.3,1,11.318658447265648,0.0,0.015148063781321185,68.9352784738041
2015,5,21.318658447265648,0.3579588,5.3903014253653305,7.5,1,11.318658447265648,0.0,0.008542141230068337,38.87327733485194
2015,5,18.717095947265648,0.42644024,3.4364354332453084,5.8,1,8.717095947265648,0.0,0.006605922551252847,30.062001138952166
2015,5,19.068658447265648,0.46428204,2.2743778053582187,7.6,1,9.068658447265648,0.0,0.008656036446469248,39.39158769931663
2015,5,9.450219726562525,0.8553695,1.8788919401233264,7.1,1,0.0,0.5497802734374755,0.008086560364464692,36.80003587699317
2015,5,19.868188476562523,0.3656234,4.952737118499169,7.6,1,9.868188476562523,0.0,0.008656036446469248,39.39158769931663
2015,5,22.478143310546898,0.54393536,3.585570908527977,6.3,1,12.478143310546898,0.0,0.007175398633257403,32.65355296127563
2015,5,22.478143310546898,0.54393536,3.585570908527977,4.3,1,12.478143310546898,0.0,0.00489749430523918,22.28734567198178
2015,5,23.571893310546898,0.5064598,1.741769389078001,5.6,1,13.571893310546898,0.0,0.006378132118451025,29.02538041002278
2015,5,21.122155761718773,0.39634046,6.384793466349469,10.5,1,11.122155761718773,0.0,0.011958997722095672,54.422588268792715
2015,5,18.869470214843773,0.42658913,7.762653551932941,12.1,1,8.869470214843773,0.0,0.01378132118451025,62.71555410022779
2015,5,13.183709716796898,0.6312396,5.041158509171332,9.2,1,3.1837097167968977,0.0,0.010478359908883825,47.68455353075171
2015,5,19.453240966796898,0.37208432,4.169938605450715,11.4,1,9.453240966796898,0.0,0.012984054669703872,59.087381548974946
2015,5,16.595849609375023,0.44338083,10.472493952774034,5.1,1,6.595849609375023,0.0,0.005808656036446469,26.433828587699317
2015,5,14.798974609375025,0.5660615,13.850658940866952,4.2,1,4.7989746093750245,0.0,0.004783599088838269,21.769035307517086
2015,5,18.656182861328148,0.40310276,2.812761623220424,6.7,1,8.656182861328148,0.0,0.007630979498861048,34.7267944191344
2015,5,19.288995361328148,0.4485129,5.316003209077815,8.6,1,9.288995361328148,0.0,0.00979498861047836,44.57469134396356
2015,5,19.351495361328148,0.35366428,1.3972826802363143,10.3,1,9.351495361328148,0.0,0.01173120728929385,53.38596753986333
2015,5,17.515557861328148,0.375759,3.689588783413912,7.6,1,7.515557861328148,0.0,0.008656036446469248,39.39158769931663
2015,5,19.288995361328148,0.4485129,5.316003209077815,7.1,1,9.288995361328148,0.0,0.008086560364464692,36.80003587699317
2015,5,18.601495361328148,0.3905295,5.11926080391242,9.5,1,8.601495361328148,0.0,0.01082004555808656,49.23948462414579
